frame,scenario,band_m,points,frame_points
2023-01-20_aying_mangfall_2__0499_1674223783768981296,2023-01-20_aying_mangfall_2,50-100,957,195010
2023-01-20_aying_mangfall_2__0499_1674223783768981296,2023-01-20_aying_mangfall_2,100-150,67,195010
2023-01-20_aying_mangfall_2__0499_1674223783768981296,2023-01-20_aying_mangfall_2,150-400,498,195010
2023-01-20_aying_mangfall_2__0499_1674223783768981296,2023-01-20_aying_mangfall_2,>=400,0,195010
2023-01-20_aying_mangfall_2__0500_1674223786708667730,2023-01-20_aying_mangfall_2,0-50,200705,206321
2023-01-20_aying_mangfall_2__0500_1674223786708667730,2023-01-20_aying_mangfall_2,50-100,5082,206321
2023-01-20_aying_mangfall_2__0500_1674223786708667730,2023-01-20_aying_mangfall_2,100-150,332,206321
2023-01-20_aying_mangfall_2__0500_1674223786708667730,2023-01-20_aying_mangfall_2,150-400,202,206321
2023-01-20_aying_mangfall_2__0500_1674223786708667730,2023-01-20_aying_mangfall_2,>=400,0,206321
2023-01-20_aying_mangfall_2__0501_1674223786918614644,2023-01-20_aying_mangfall_2,0-50,207172,213370
2023-01-20_aying_mangfall_2__0501_1674223786918614644,2023-01-20_aying_mangfall_2,50-100,5640,213370
2023-01-20_aying_mangfall_2__0501_1674223786918614644,2023-01-20_aying_mangfall_2,100-150,365,213370
2023-01-20_aying_mangfall_2__0501_1674223786918614644,2023-01-20_aying_mangfall_2,150-400,193,213370
2023-01-20_aying_mangfall_2__0501_1674223786918614644,2023-01-20_aying_mangfall_2,>=400,0,213370
2023-01-20_aying_mangfall_2__0502_1674223787653838362,2023-01-20_aying_mangfall_2,0-50,203446,213403
2023-01-20_aying_mangfall_2__0502_1674223787653838362,2023-01-20_aying_mangfall_2,50-100,9423,213403
2023-01-20_aying_mangfall_2__0502_1674223787653838362,2023-01-20_aying_mangfall_2,100-150,393,213403
2023-01-20_aying_mangfall_2__0502_1674223787653838362,2023-01-20_aying_mangfall_2,150-400,141,213403
2023-01-20_aying_mangfall_2__0502_1674223787653838362,2023-01-20_aying_mangfall_2,>=400,0,213403
2023-01-20_aying_mangfall_2__0503_1674223791433568680,2023-01-20_aying_mangfall_2,0-50,198983,213826
2023-01-20_aying_mangfall_2__0503_1674223791433568680,2023-01-20_aying_mangfall_2,50-100,14216,213826
2023-01-20_aying_mangfall_2__0503_1674223791433568680,2023-01-20_aying_mangfall_2,100-150,601,213826
2023-01-20_aying_mangfall_2__0503_1674223791433568680,2023-01-20_aying_mangfall_2,150-400,26,213826
2023-01-20_aying_mangfall_2__0503_1674223791433568680,2023-01-20_aying_mangfall_2,>=400,0,213826
2023-01-20_aying_mangfall_2__0504_1674223793953166728,2023-01-20_aying_mangfall_2,0-50,205105,215154
2023-01-20_aying_mangfall_2__0504_1674223793953166728,2023-01-20_aying_mangfall_2,50-100,9368,215154
2023-01-20_aying_mangfall_2__0504_1674223793953166728,2023-01-20_aying_mangfall_2,100-150,645,215154
2023-01-20_aying_mangfall_2__0504_1674223793953166728,2023-01-20_aying_mangfall_2,150-400,36,215154
2023-01-20_aying_mangfall_2__0504_1674223793953166728,2023-01-20_aying_mangfall_2,>=400,0,215154
2023-01-20_aying_mangfall_2__0505_1674223798573023273,2023-01-20_aying_mangfall_2,0-50,193782,208514
2023-01-20_aying_mangfall_2__0505_1674223798573023273,2023-01-20_aying_mangfall_2,50-100,13666,208514
2023-01-20_aying_mangfall_2__0505_1674223798573023273,2023-01-20_aying_mangfall_2,100-150,723,208514
2023-01-20_aying_mangfall_2__0505_1674223798573023273,2023-01-20_aying_mangfall_2,150-400,343,208514
2023-01-20_aying_mangfall_2__0505_1674223798573023273,2023-01-20_aying_mangfall_2,>=400,0,208514
2023-01-20_aying_mangfall_2__0506_1674223800147674572,2023-01-20_aying_mangfall_2,0-50,194260,210477
2023-01-20_aying_mangfall_2__0506_1674223800147674572,2023-01-20_aying_mangfall_2,50-100,15511,210477
2023-01-20_aying_mangfall_2__0506_1674223800147674572,2023-01-20_aying_mangfall_2,100-150,516,210477
2023-01-20_aying_mangfall_2__0506_1674223800147674572,2023-01-20_aying_mangfall_2,150-400,190,210477
2023-01-20_aying_mangfall_2__0506_1674223800147674572,2023-01-20_aying_mangfall_2,>=400,0,210477
2023-01-20_aying_mangfall_2__0507_1674223803297096899,2023-01-20_aying_mangfall_2,0-50,207582,213320
2023-01-20_aying_mangfall_2__0507_1674223803297096899,2023-01-20_aying_mangfall_2,50-100,5447,213320
2023-01-20_aying_mangfall_2__0507_1674223803297096899,2023-01-20_aying_mangfall_2,100-150,129,213320
2023-01-20_aying_mangfall_2__0507_1674223803297096899,2023-01-20_aying_mangfall_2,150-400,162,213320
2023-01-20_aying_mangfall_2__0507_1674223803297096899,2023-01-20_aying_mangfall_2,>=400,0,213320
2023-01-20_aying_mangfall_2__0508_1674223806236535550,2023-01-20_aying_mangfall_2,0-50,196676,207180
2023-01-20_aying_mangfall_2__0508_1674223806236535550,2023-01-20_aying_mangfall_2,50-100,9215,207180
2023-01-20_aying_mangfall_2__0508_1674223806236535550,2023-01-20_aying_mangfall_2,100-150,866,207180
2023-01-20_aying_mangfall_2__0508_1674223806236535550,2023-01-20_aying_mangfall_2,150-400,423,207180
2023-01-20_aying_mangfall_2__0508_1674223806236535550,2023-01-20_aying_mangfall_2,>=400,0,207180
2023-01-20_aying_mangfall_2__0509_1674223810856125789,2023-01-20_aying_mangfall_2,0-50,200426,214733
2023-01-20_aying_mangfall_2__0509_1674223810856125789,2023-01-20_aying_mangfall_2,50-100,12766,214733
2023-01-20_aying_mangfall_2__0509_1674223810856125789,2023-01-20_aying_mangfall_2,100-150,1243,214733
2023-01-20_aying_mangfall_2__0509_1674223810856125789,2023-01-20_aying_mangfall_2,150-400,298,214733
2023-01-20_aying_mangfall_2__0509_1674223810856125789,2023-01-20_aying_mangfall_2,>=400,0,214733
2023-01-20_aying_mangfall_2__0510_1674223812326880284,2023-01-20_aying_mangfall_2,0-50,194357,208633
2023-01-20_aying_mangfall_2__0510_1674223812326880284,2023-01-20_aying_mangfall_2,50-100,12722,208633
2023-01-20_aying_mangfall_2__0510_1674223812326880284,2023-01-20_aying_mangfall_2,100-150,1278,208633
2023-01-20_aying_mangfall_2__0510_1674223812326880284,2023-01-20_aying_mangfall_2,150-400,276,208633
2023-01-20_aying_mangfall_2__0510_1674223812326880284,2023-01-20_aying_mangfall_2,>=400,0,208633
2023-01-20_aying_mangfall_2__0511_1674223815580673108,2023-01-20_aying_mangfall_2,0-50,165288,209640
2023-01-20_aying_mangfall_2__0511_1674223815580673108,2023-01-20_aying_mangfall_2,50-100,35783,209640
2023-01-20_aying_mangfall_2__0511_1674223815580673108,2023-01-20_aying_mangfall_2,100-150,7739,209640
2023-01-20_aying_mangfall_2__0511_1674223815580673108,2023-01-20_aying_mangfall_2,150-400,830,209640
2023-01-20_aying_mangfall_2__0511_1674223815580673108,2023-01-20_aying_mangfall_2,>=400,0,209640
2023-01-20_aying_mangfall_2__0512_1674223818520990303,2023-01-20_aying_mangfall_2,0-50,138473,204767
2023-01-20_aying_mangfall_2__0512_1674223818520990303,2023-01-20_aying_mangfall_2,50-100,56918,204767
2023-01-20_aying_mangfall_2__0512_1674223818520990303,2023-01-20_aying_mangfall_2,100-150,8551,204767
2023-01-20_aying_mangfall_2__0512_1674223818520990303,2023-01-20_aying_mangfall_2,150-400,825,204767
2023-01-20_aying_mangfall_2__0512_1674223818520990303,2023-01-20_aying_mangfall_2,>=400,0,204767
2023-01-20_aying_mangfall_2__0513_1674223820621079090,2023-01-20_aying_mangfall_2,0-50,129408,207647
2023-01-20_aying_mangfall_2__0513_1674223820621079090,2023-01-20_aying_mangfall_2,50-100,68606,207647
2023-01-20_aying_mangfall_2__0513_1674223820621079090,2023-01-20_aying_mangfall_2,100-150,8812,207647
2023-01-20_aying_mangfall_2__0513_1674223820621079090,2023-01-20_aying_mangfall_2,150-400,821,207647
2023-01-20_aying_mangfall_2__0513_1674223820621079090,2023-01-20_aying_mangfall_2,>=400,0,207647
2023-01-20_aying_mangfall_2__0514_1674223823245251437,2023-01-20_aying_mangfall_2,0-50,148081,206988
2023-01-20_aying_mangfall_2__0514_1674223823245251437,2023-01-20_aying_mangfall_2,50-100,49174,206988
2023-01-20_aying_mangfall_2__0514_1674223823245251437,2023-01-20_aying_mangfall_2,100-150,8756,206988
2023-01-20_aying_mangfall_2__0514_1674223823245251437,2023-01-20_aying_mangfall_2,150-400,977,206988
2023-01-20_aying_mangfall_2__0514_1674223823245251437,2023-01-20_aying_mangfall_2,>=400,0,206988
2023-01-20_aying_mangfall_2__0515_1674223824716045500,2023-01-20_aying_mangfall_2,0-50,149608,205682
2023-01-20_aying_mangfall_2__0515_1674223824716045500,2023-01-20_aying_mangfall_2,50-100,47551,205682
2023-01-20_aying_mangfall_2__0515_1674223824716045500,2023-01-20_aying_mangfall_2,100-150,7137,205682
2023-01-20_aying_mangfall_2__0515_1674223824716045500,2023-01-20_aying_mangfall_2,150-400,1386,205682
2023-01-20_aying_mangfall_2__0515_1674223824716045500,2023-01-20_aying_mangfall_2,>=400,0,205682
2023-01-20_aying_mangfall_2__0516_1674223827235909673,2023-01-20_aying_mangfall_2,0-50,174521,197289
2023-01-20_aying_mangfall_2__0516_1674223827235909673,2023-01-20_aying_mangfall_2,50-100,16690,197289
2023-01-20_aying_mangfall_2__0516_1674223827235909673,2023-01-20_aying_mangfall_2,100-150,5776,197289
2023-01-20_aying_mangfall_2__0516_1674223827235909673,2023-01-20_aying_mangfall_2,150-400,302,197289
2023-01-20_aying_mangfall_2__0516_1674223827235909673,2023-01-20_aying_mangfall_2,>=400,0,197289
2023-01-20_aying_mangfall_2__0517_1674223830804078467,2023-01-20_aying_mangfall_2,0-50,200717,213990
2023-01-20_aying_mangfall_2__0517_1674223830804078467,2023-01-20_aying_mangfall_2,50-100,9999,213990
2023-01-20_aying_mangfall_2__0517_1674223830804078467,2023-01-20_aying_mangfall_2,100-150,3162,213990
2023-01-20_aying_mangfall_2__0517_1674223830804078467,2023-01-20_aying_mangfall_2,150-400,112,213990
2023-01-20_aying_mangfall_2__0517_1674223830804078467,2023-01-20_aying_mangfall_2,>=400,0,213990
2023-01-20_aying_mangfall_2__0518_1674223835634117840,2023-01-20_aying_mangfall_2,0-50,204280,213222
2023-01-20_aying_mangfall_2__0518_1674223835634117840,2023-01-20_aying_mangfall_2,50-100,7245,213222
2023-01-20_aying_mangfall_2__0518_1674223835634117840,2023-01-20_aying_mangfall_2,100-150,1182,213222
2023-01-20_aying_mangfall_2__0518_1674223835634117840,2023-01-20_aying_mangfall_2,150-400,515,213222
2023-01-20_aying_mangfall_2__0518_1674223835634117840,2023-01-20_aying_mangfall_2,>=400,0,213222
2023-01-20_aying_mangfall_2__0519_1674223841198903682,2023-01-20_aying_mangfall_2,0-50,205662,214245
2023-01-20_aying_mangfall_2__0519_1674223841198903682,2023-01-20_aying_mangfall_2,50-100,7599,214245
2023-01-20_aying_mangfall_2__0519_1674223841198903682,2023-01-20_aying_mangfall_2,100-150,732,214245
2023-01-20_aying_mangfall_2__0519_1674223841198903682,2023-01-20_aying_mangfall_2,150-400,252,214245
2023-01-20_aying_mangfall_2__0519_1674223841198903682,2023-01-20_aying_mangfall_2,>=400,0,214245
2023-01-20_aying_mangfall_2__0520_1674223846448469189,2023-01-20_aying_mangfall_2,0-50,200902,214228
2023-01-20_aying_mangfall_2__0520_1674223846448469189,2023-01-20_aying_mangfall_2,50-100,13217,214228
2023-01-20_aying_mangfall_2__0520_1674223846448469189,2023-01-20_aying_mangfall_2,100-150,104,214228
2023-01-20_aying_mangfall_2__0520_1674223846448469189,2023-01-20_aying_mangfall_2,150-400,5,214228
2023-01-20_aying_mangfall_2__0520_1674223846448469189,2023-01-20_aying_mangfall_2,>=400,0,214228
2023-01-20_aying_mangfall_2__0521_1674223848127833251,2023-01-20_aying_mangfall_2,0-50,199909,213957
2023-01-20_aying_mangfall_2__0521_1674223848127833251,2023-01-20_aying_mangfall_2,50-100,13816,213957
2023-01-20_aying_mangfall_2__0521_1674223848127833251,2023-01-20_aying_mangfall_2,100-150,226,213957
2023-01-20_aying_mangfall_2__0521_1674223848127833251,2023-01-20_aying_mangfall_2,150-400,6,213957
2023-01-20_aying_mangfall_2__0521_1674223848127833251,2023-01-20_aying_mangfall_2,>=400,0,213957
2023-01-20_aying_mangfall_2__0522_1674223850228249914,2023-01-20_aying_mangfall_2,0-50,194133,213051
2023-01-20_aying_mangfall_2__0522_1674223850228249914,2023-01-20_aying_mangfall_2,50-100,18397,213051
2023-01-20_aying_mangfall_2__0522_1674223850228249914,2023-01-20_aying_mangfall_2,100-150,372,213051
2023-01-20_aying_mangfall_2__0522_1674223850228249914,2023-01-20_aying_mangfall_2,150-400,149,213051
2023-01-20_aying_mangfall_2__0522_1674223850228249914,2023-01-20_aying_mangfall_2,>=400,0,213051
2023-01-20_aying_mangfall_2__0523_1674223852958082168,2023-01-20_aying_mangfall_2,0-50,200733,213121
2023-01-20_aying_mangfall_2__0523_1674223852958082168,2023-01-20_aying_mangfall_2,50-100,11340,213121
2023-01-20_aying_mangfall_2__0523_1674223852958082168,2023-01-20_aying_mangfall_2,100-150,1013,213121
2023-01-20_aying_mangfall_2__0523_1674223852958082168,2023-01-20_aying_mangfall_2,150-400,35,213121
2023-01-20_aying_mangfall_2__0523_1674223852958082168,2023-01-20_aying_mangfall_2,>=400,0,213121
2023-01-20_aying_mangfall_2__0524_1674223859571942762,2023-01-20_aying_mangfall_2,0-50,209178,216513
2023-01-20_aying_mangfall_2__0524_1674223859571942762,2023-01-20_aying_mangfall_2,50-100,6181,216513
2023-01-20_aying_mangfall_2__0524_1674223859571942762,2023-01-20_aying_mangfall_2,100-150,1107,216513
2023-01-20_aying_mangfall_2__0524_1674223859571942762,2023-01-20_aying_mangfall_2,150-400,47,216513
2023-01-20_aying_mangfall_2__0524_1674223859571942762,2023-01-20_aying_mangfall_2,>=400,0,216513
2023-01-20_aying_mangfall_2__0525_1674223862301538090,2023-01-20_aying_mangfall_2,0-50,208111,216591
2023-01-20_aying_mangfall_2__0525_1674223862301538090,2023-01-20_aying_mangfall_2,50-100,7575,216591
2023-01-20_aying_mangfall_2__0525_1674223862301538090,2023-01-20_aying_mangfall_2,100-150,884,216591
2023-01-20_aying_mangfall_2__0525_1674223862301538090,2023-01-20_aying_mangfall_2,150-400,21,216591
2023-01-20_aying_mangfall_2__0525_1674223862301538090,2023-01-20_aying_mangfall_2,>=400,0,216591
2023-01-20_aying_mangfall_2__0526_1674223863457029393,2023-01-20_aying_mangfall_2,0-50,208915,216454
2023-01-20_aying_mangfall_2__0526_1674223863457029393,2023-01-20_aying_mangfall_2,50-100,6873,216454
2023-01-20_aying_mangfall_2__0526_1674223863457029393,2023-01-20_aying_mangfall_2,100-150,638,216454
2023-01-20_aying_mangfall_2__0526_1674223863457029393,2023-01-20_aying_mangfall_2,150-400,28,216454
2023-01-20_aying_mangfall_2__0526_1674223863457029393,2023-01-20_aying_mangfall_2,>=400,0,216454
2023-01-20_aying_mangfall_2__0527_1674223865661853604,2023-01-20_aying_mangfall_2,0-50,212794,216775
2023-01-20_aying_mangfall_2__0527_1674223865661853604,2023-01-20_aying_mangfall_2,50-100,3369,216775
2023-01-20_aying_mangfall_2__0527_1674223865661853604,2023-01-20_aying_mangfall_2,100-150,529,216775
2023-01-20_aying_mangfall_2__0527_1674223865661853604,2023-01-20_aying_mangfall_2,150-400,83,216775
2023-01-20_aying_mangfall_2__0527_1674223865661853604,2023-01-20_aying_mangfall_2,>=400,0,216775
2023-01-20_aying_mangfall_2__0528_1674223867131424584,2023-01-20_aying_mangfall_2,0-50,191910,195203
2023-01-20_aying_mangfall_2__0528_1674223867131424584,2023-01-20_aying_mangfall_2,50-100,2724,195203
2023-01-20_aying_mangfall_2__0528_1674223867131424584,2023-01-20_aying_mangfall_2,100-150,399,195203
2023-01-20_aying_mangfall_2__0528_1674223867131424584,2023-01-20_aying_mangfall_2,150-400,170,195203
2023-01-20_aying_mangfall_2__0528_1674223867131424584,2023-01-20_aying_mangfall_2,>=400,0,195203
2023-01-20_aying_mangfall_2__0529_1674223869126144531,2023-01-20_aying_mangfall_2,0-50,207358,213925
2023-01-20_aying_mangfall_2__0529_1674223869126144531,2023-01-20_aying_mangfall_2,50-100,6197,213925
2023-01-20_aying_mangfall_2__0529_1674223869126144531,2023-01-20_aying_mangfall_2,100-150,257,213925
2023-01-20_aying_mangfall_2__0529_1674223869126144531,2023-01-20_aying_mangfall_2,150-400,113,213925
2023-01-20_aying_mangfall_2__0529_1674223869126144531,2023-01-20_aying_mangfall_2,>=400,0,213925
2023-01-20_aying_mangfall_2__0530_1674223870910892353,2023-01-20_aying_mangfall_2,0-50,199823,211537
2023-01-20_aying_mangfall_2__0530_1674223870910892353,2023-01-20_aying_mangfall_2,50-100,9753,211537
2023-01-20_aying_mangfall_2__0530_1674223870910892353,2023-01-20_aying_mangfall_2,100-150,1961,211537
2023-01-20_aying_mangfall_2__0530_1674223870910892353,2023-01-20_aying_mangfall_2,150-400,0,211537
2023-01-20_aying_mangfall_2__0530_1674223870910892353,2023-01-20_aying_mangfall_2,>=400,0,211537
2023-01-20_aying_mangfall_2__0531_1674223873221382848,2023-01-20_aying_mangfall_2,0-50,199151,210645
2023-01-20_aying_mangfall_2__0531_1674223873221382848,2023-01-20_aying_mangfall_2,50-100,9651,210645
2023-01-20_aying_mangfall_2__0531_1674223873221382848,2023-01-20_aying_mangfall_2,100-150,1841,210645
2023-01-20_aying_mangfall_2__0531_1674223873221382848,2023-01-20_aying_mangfall_2,150-400,2,210645
2023-01-20_aying_mangfall_2__0531_1674223873221382848,2023-01-20_aying_mangfall_2,>=400,0,210645
2023-01-20_aying_mangfall_2__0532_1674223882250026256,2023-01-20_aying_mangfall_2,0-50,194837,211873
2023-01-20_aying_mangfall_2__0532_1674223882250026256,2023-01-20_aying_mangfall_2,50-100,14917,211873
2023-01-20_aying_mangfall_2__0532_1674223882250026256,2023-01-20_aying_mangfall_2,100-150,2117,211873
2023-01-20_aying_mangfall_2__0532_1674223882250026256,2023-01-20_aying_mangfall_2,150-400,2,211873
2023-01-20_aying_mangfall_2__0532_1674223882250026256,2023-01-20_aying_mangfall_2,>=400,0,211873
2023-01-20_aying_mangfall_2__0533_1674223884139527763,2023-01-20_aying_mangfall_2,0-50,180466,199449
2023-01-20_aying_mangfall_2__0533_1674223884139527763,2023-01-20_aying_mangfall_2,50-100,17067,199449
2023-01-20_aying_mangfall_2__0533_1674223884139527763,2023-01-20_aying_mangfall_2,100-150,1887,199449
2023-01-20_aying_mangfall_2__0533_1674223884139527763,2023-01-20_aying_mangfall_2,150-400,29,199449
2023-01-20_aying_mangfall_2__0533_1674223884139527763,2023-01-20_aying_mangfall_2,>=400,0,199449
2023-01-20_aying_mangfall_2__0534_1674223890858952848,2023-01-20_aying_mangfall_2,0-50,179517,205397
2023-01-20_aying_mangfall_2__0534_1674223890858952848,2023-01-20_aying_mangfall_2,50-100,16396,205397
2023-01-20_aying_mangfall_2__0534_1674223890858952848,2023-01-20_aying_mangfall_2,100-150,7239,205397
2023-01-20_aying_mangfall_2__0534_1674223890858952848,2023-01-20_aying_mangfall_2,150-400,2245,205397
2023-01-20_aying_mangfall_2__0534_1674223890858952848,2023-01-20_aying_mangfall_2,>=400,0,205397
2023-01-20_aying_mangfall_2__0535_1674223891909317041,2023-01-20_aying_mangfall_2,0-50,176635,200093
2023-01-20_aying_mangfall_2__0535_1674223891909317041,2023-01-20_aying_mangfall_2,50-100,14685,200093
2023-01-20_aying_mangfall_2__0535_1674223891909317041,2023-01-20_aying_mangfall_2,100-150,5621,200093
2023-01-20_aying_mangfall_2__0535_1674223891909317041,2023-01-20_aying_mangfall_2,150-400,3152,200093
2023-01-20_aying_mangfall_2__0535_1674223891909317041,2023-01-20_aying_mangfall_2,>=400,0,200093
2023-01-20_aying_mangfall_2__0536_1674223893378511323,2023-01-20_aying_mangfall_2,0-50,157747,187440
2023-01-20_aying_mangfall_2__0536_1674223893378511323,2023-01-20_aying_mangfall_2,50-100,15218,187440
2023-01-20_aying_mangfall_2__0536_1674223893378511323,2023-01-20_aying_mangfall_2,100-150,9405,187440
2023-01-20_aying_mangfall_2__0536_1674223893378511323,2023-01-20_aying_mangfall_2,150-400,5070,187440
2023-01-20_aying_mangfall_2__0536_1674223893378511323,2023-01-20_aying_mangfall_2,>=400,0,187440
2023-01-20_aying_mangfall_2__0537_1674223894954550915,2023-01-20_aying_mangfall_2,0-50,164581,197142
2023-01-20_aying_mangfall_2__0537_1674223894954550915,2023-01-20_aying_mangfall_2,50-100,20067,197142
2023-01-20_aying_mangfall_2__0537_1674223894954550915,2023-01-20_aying_mangfall_2,100-150,7013,197142
2023-01-20_aying_mangfall_2__0537_1674223894954550915,2023-01-20_aying_mangfall_2,150-400,5481,197142
